time,base_x,base_y,base_yaw,lift1,reach_y,pallet_x,pallet_y,pallet_z,pallet_roll,pallet_pitch,pallet_yaw,rel_x,rel_y,rel_z
0.002,0.0,0.0,0.0,-3.921387482723261e-05,0.0,-1.35,0.45,-3.924000000000001e-05,0.0,0.0,1.5707963000000003,-1.85,0.45,0.09999999999050346
0.022000000000000006,0.0,0.0,0.0,-0.00043728879996365535,0.0,-1.3500000977485385,0.4500000221977311,-0.00015127551470001617,1.515735032751853e-06,-3.410781583415023e-07,1.5707963001482597,-1.8500000977485385,0.4500000221977311,0.10058761147153711
0.04200000000000002,0.0,0.0,0.0,-0.000666601261581082,0.0,-1.3500001364159564,0.4500000309635478,-0.00011645453535322791,1.51289540516007e-06,-3.4022039653668094e-07,1.5707963002075733,-1.8500001364159564,0.4500000309635478,0.1011732406078055
0.06200000000000004,0.0,0.0,0.0,-0.0007143991699069064,0.0,-1.3500001400562869,0.45000003178918013,-8.137176150720876e-05,9.093611848778971e-07,-2.0448041070452785e-07,1.5707963002133336,-1.8500001400562869,0.45000003178918013,0.10134924690337985
0.08200000000000006,0.0,0.0,0.0,-0.0007000145456905458,0.0,-1.3500001404986395,0.4500000318893522,-6.0198386882330367e-05,4.914317888202554e-07,-1.104977075266769e-07,1.570796300213932,-1.8500001404986395,0.4500000318893522,0.10134607150230589
0.10200000000000008,0.0,0.0,0.0,-0.0006837171995868257,0.0,-1.3500001406172606,0.45000003191609717,-4.87482919154531e-05,2.5738979828466566e-07,-5.786955005002204e-08,1.5707963002140028,-1.8500001406172606,0.45000003191609717,0.10132112946870139
0.1220000000000001,0.0,0.0,0.0,-0.0006772324309186512,0.0,-1.3500001406734639,0.45000003192874305,-4.2760580571697675e-05,1.335026029565891e-07,-3.001318345831513e-08,1.5707963002140144,-1.8500001406734639,0.45000003192874305,0.10131182676734383
0.1420000000000001,0.0,0.0,0.0,-0.0006765168766361663,0.0,-1.3500001407030173,0.4500000319353895,-3.966368285489603e-05,6.904117881165404e-08,-1.551998148249779e-08,1.5707963002140164,-1.8500001407030173,0.4500000319353895,0.10131297262563295
0.16200000000000012,0.0,0.0,0.0,-0.0006772389364697293,0.0,-1.3500001407185136,0.450000031938874,-3.8067722147970484e-05,3.567593089490603e-08,-8.018952430217798e-09,1.5707963002140162,-1.8500001407185136,0.450000031938874,0.10131611273374132
0.18200000000000013,0.0,0.0,0.0,-0.0006777437020869687,0.0,-1.3500001407265723,0.45000003194068583,-3.724619313161876e-05,1.8431846642235088e-08,-4.142570662508116e-09,1.570796300214016,-1.8500001407265723,0.45000003194068583,0.10131806798581777
0.20200000000000015,0.0,0.0,0.0,-0.0006778886595068217,0.0,-1.3500001407307458,0.45000003194162413,-3.682344484464696e-05,9.52274464175592e-09,-2.140039300840226e-09,1.570796300214016,-1.8500001407307458,0.45000003194162413,0.10131882394349154
0.22200000000000017,0.0,0.0,0.0,-0.0006778799877519992,0.0,-1.350000140732904,0.4500000319421093,-3.660592008409808e-05,4.92003881143241e-09,-1.1055708932351277e-09,1.570796300214016,-1.850000140732904,0.4500000319421093,0.10131902537084751
0.2420000000000002,0.0,0.0,0.0,-0.000677850997409447,0.0,-1.3500001407340196,0.45000003194236,-3.649399334508521e-05,2.5420630212996703e-09,-5.71166614131013e-10,1.570796300214016,-1.8500001407340196,0.45000003194236,0.10131907292658361
0.2620000000000002,0.0,0.0,0.0,-0.0006778372117981225,0.0,-1.3500001407345956,0.4500000319424895,-3.643640116459485e-05,1.313444116331167e-09,-2.950845890006966e-10,1.570796300214016,-1.8500001407345956,0.4500000319424895,0.10131909954099748
0.2820000000000002,0.0,0.0,0.0,-0.0006778348469575969,0.0,-1.3500001407348932,0.4500000319425564,-3.640676667323245e-05,6.786429213397357e-10,-1.524525406360273e-10,1.570796300214016,-1.8500001407348932,0.4500000319425564,0.101319123775979
0.3020000000000002,0.0,0.0,0.0,-0.0006778359234548933,0.0,-1.3500001407350473,0.4500000319425909,-3.6391517919484167e-05,3.506497500075699e-10,-7.87635511004065e-11,1.570796300214016,-1.8500001407350473,0.4500000319425909,0.1013191414019031
0.32200000000000023,0.0,0.0,0.0,-0.000677836892534095,0.0,-1.3500001407351265,0.45000003194260885,-3.638367147357581e-05,1.8117868353649248e-10,-4.069277181038331e-11,1.570796300214016,-1.8500001407351265,0.45000003194260885,0.10131915139205694
0.34200000000000025,0.0,0.0,0.0,-0.0006778372215462444,0.0,-1.3500001407351672,0.4500000319426181,-3.6379633972793294e-05,9.361412397722661e-11,-2.1023738353585398e-11,1.570796300214016,-1.8500001407351672,0.4500000319426181,0.10131915615366971
0.36200000000000027,0.0,0.0,0.0,-0.0006778372217926401,0.0,-1.3500001407351885,0.4500000319426229,-3.637755641648785e-05,4.83699939340535e-11,-1.0861829877839636e-11,1.570796300214016,-1.8500001407351885,0.4500000319426229,0.10131915825756534
0.3820000000000003,0.0,0.0,0.0,-0.000677837174406602,0.0,-1.3500001407351996,0.45000003194262533,-3.637648737814783e-05,2.499256813559172e-11,-5.611723933485614e-12,1.570796300214016,-1.8500001407351996,0.45000003194262533,0.10131915923959811
0.4020000000000003,0.0,0.0,0.0,-0.0006778370999423576,0.0,-1.3500001407352051,0.4500000319426266,-3.6375937287937954e-05,1.2913555977285829e-11,-2.8992738695176596e-12,1.570796300214016,-1.8500001407352051,0.4500000319426266,0.10131915973833129
0.4220000000000003,0.0,0.0,0.0,-0.000677837079024461,0.0,-1.350000140735208,0.4500000319426272,-3.637565423046013e-05,6.672382092183693e-12,-1.497899900634588e-12,1.570796300214016,-1.850000140735208,0.4500000319426272,0.10131915999609754
