run,time,q0,q1
7,0.342,-0.20075,1.83077
7,0.362,-0.24113,1.69173
7,0.382,-0.26898,1.53645
7,0.402,-0.28371,1.36421
7,0.422,-0.28515,1.17436
7,0.442,-0.27363,0.96675
7,0.462,-0.2504,0.74316
7,0.482,-0.21865,0.51024
7,0.502,-0.18468,0.28326
7,0.522,-0.15686,0.08362
7,0.542,-0.14091,-0.07422
7,0.562,-0.13731,-0.18984
7,0.582,-0.14368,-0.27033
7,0.602,-0.15721,-0.32355
7,0.622,-0.17552,-0.35599
7,0.642,-0.19672,-0.37263
7,0.662,-0.21936,-0.37737
7,0.682,-0.24224,-0.37329
7,0.702,-0.26444,-0.36289
7,0.722,-0.28519,-0.34821
7,0.742,-0.30389,-0.33087
7,0.762,-0.32006,-0.31218
7,0.782,-0.33337,-0.29309
7,0.802,-0.34357,-0.27431
7,0.822,-0.35053,-0.25628
7,0.842,-0.35419,-0.23926
7,0.862,-0.35455,-0.22334
7,0.882,-0.35168,-0.20848
7,0.902,-0.34569,-0.19458
7,0.922,-0.33672,-0.18147
7,0.942,-0.32494,-0.16899
7,0.962,-0.31054,-0.15694
7,0.982,-0.2937,-0.14515
8,0.002,-1.08706,3.06157
8,0.022,-1.08038,3.0562
8,0.042,-1.06368,3.04285
8,0.062,-1.03743,3.02179
8,0.082,-1.00223,2.99318
8,0.102,-0.95883,2.95701
8,0.122,-0.90818,2.91313
8,0.142,-0.85137,2.8612
8,0.162,-0.78962,2.80075
8,0.182,-0.72426,2.73122
8,0.202,-0.65659,2.65208
8,0.222,-0.58778,2.56285
8,0.242,-0.51877,2.46326
8,0.262,-0.4502,2.3532
8,0.282,-0.3824,2.23275
8,0.302,-0.3154,2.10207
8,0.322,-0.24902,1.96133
8,0.342,-0.18291,1.81067
8,0.362,-0.11666,1.65013
8,0.382,-0.04985,1.47974
8,0.402,0.01786,1.29964
8,0.422,0.08658,1.11046
8,0.442,0.15596,0.91392
8,0.462,0.22473,0.7141
8,0.482,0.29024,0.51882
8,0.502,0.34837,0.33976
8,0.522,0.39492,0.18873
8,0.542,0.42759,0.07189
8,0.562,0.44658,-0.01183
8,0.582,0.45352,-0.06751
8,0.602,0.45039,-0.10101
8,0.622,0.43898,-0.11759
8,0.642,0.42086,-0.12161
8,0.662,0.39731,-0.11662
8,0.682,0.36947,-0.10556
8,0.702,0.33829,-0.09084
8,0.722,0.30462,-0.07442
8,0.742,0.26916,-0.05786
8,0.762,0.23252,-0.04238
8,0.782,0.19522,-0.02885
8,0.802,0.15767,-0.01783
8,0.822,0.12023,-0.00965
8,0.842,0.08319,-0.00442
8,0.862,0.04677,-0.00208
8,0.882,0.01117,-0.00242
8,0.902,-0.02344,-0.00518
8,0.922,-0.05693,-0.01001
8,0.942,-0.08916,-0.01655
8,0.962,-0.12003,-0.02442
8,0.982,-0.14941,-0.03329
9,0.002,2.32627,-1.33949
9,0.022,2.32163,-1.34095
9,0.042,2.30983,-1.34441
9,0.062,2.29073,-1.34923
9,0.082,2.26408,-1.35451
9,0.102,2.22958,-1.35907
9,0.122,2.18689,-1.36146
9,0.142,2.13562,-1.36002
9,0.162,2.07546,-1.35288
9,0.182,2.0061,-1.33795
9,0.202,1.92736,-1.313
9,0.222,1.83909,-1.27566
9,0.242,1.74126,-1.22349
9,0.262,1.6339,-1.15406
9,0.282,1.51704,-1.06505
9,0.302,1.39077,-0.9545
9,0.322,1.25522,-0.8212
9,0.342,1.11086,-0.66571
9,0.362,0.95909,-0.49235
9,0.382,0.80317,-0.31197
9,0.402,0.64851,-0.14241
9,0.422,0.50073,-0.00203
9,0.442,0.36308,0.09905
9,0.462,0.2362,0.15986
9,0.482,0.1195,0.18441
9,0.502,0.01195,0.17876
9,0.522,-0.0877,0.14983
9,0.542,-0.18097,0.10506
9,0.562,-0.26945,0.05184
9,0.582,-0.3546,-0.00336
9,0.602,-0.43739,-0.05568
9,0.622,-0.5182,-0.1023
9,0.642,-0.59684,-0.14217
9,0.662,-0.6727,-0.17555
9,0.682,-0.745,-0.20352
9,0.702,-0.8129,-0.22744
9,0.722,-0.8756,-0.24874
9,0.742,-0.93242,-0.26868
9,0.762,-0.98284,-0.28832
9,0.782,-1.02643,-0.30841
9,0.802,-1.06293,-0.32948
9,0.822,-1.09216,-0.35181
9,0.842,-1.11406,-0.37548
9,0.862,-1.12861,-0.4004
9,0.882,-1.13588,-0.42632
9,0.902,-1.13598,-0.45286
9,0.922,-1.1291,-0.47949
9,0.942,-1.11544,-0.50555
9,0.962,-1.09527,-0.53029
9,0.982,-1.06889,-0.55282
10,0.002,2.8651,-1.83678
10,0.022,2.86226,-1.84274
10,0.042,2.85492,-1.85727
10,0.062,2.84272,-1.87946
10,0.082,2.8252,-1.90826
10,0.102,2.80174,-1.94253
10,0.122,2.77163,-1.98096
10,0.142,2.73413,-2.02216
10,0.162,2.68847,-2.06457
10,0.182,2.63391,-2.10647
10,0.202,2.56984,-2.14595
10,0.222,2.49579,-2.18091
10,0.242,2.41155,-2.20904
10,0.262,2.31717,-2.22786
10,0.282,2.21306,-2.23475
10,0.302,2.0999,-2.22703
10,0.322,1.97868,-2.20202
10,0.342,1.85057,-2.15717
10,0.362,1.71681,-2.09012
10,0.382,1.5785,-1.99882
10,0.402,1.43643,-1.88153
10,0.422,1.29093,-1.73676
10,0.442,1.14172,-1.56301
10,0.462,0.98787,-1.3586
10,0.482,0.82795,-1.12159
10,0.502,0.66043,-0.85087
10,0.522,0.48547,-0.55105
10,0.542,0.30943,-0.24564
10,0.562,0.14696,0.01752
10,0.582,0.00834,0.20518
10,0.602,-0.1076,0.32069
10,0.622,-0.20536,0.37932
10,0.642,-0.28835,0.39421
10,0.662,-0.35885,0.37541
10,0.682,-0.41865,0.33127
10,0.702,-0.46954,0.26947
10,0.722,-0.5134,0.19738
10,0.742,-0.5521,0.12176
10,0.762,-0.58721,0.04813
10,0.782,-0.61977,-0.01978
10,0.802,-0.65022,-0.08009
10,0.822,-0.67849,-0.13236
10,0.842,-0.70425,-0.1771
10,0.862,-0.72702,-0.21523
10,0.882,-0.74631,-0.2478
10,0.902,-0.76168,-0.27576
10,0.922,-0.77277,-0.29992
10,0.942,-0.77933,-0.32088
10,0.962,-0.78119,-0.33901
10,0.982,-0.77828,-0.35453
11,0.002,-2.33367,-0.00465
11,0.022,-2.32824,-0.0111
11,0.042,-2.31519,-0.02528
11,0.062,-2.29516,-0.04512
11,0.082,-2.26857,-0.06926
11,0.102,-2.23567,-0.09676
11,0.122,-2.1966,-0.12691
11,0.142,-2.15145,-0.15906
11,0.162,-2.10028,-0.19257
11,0.182,-2.04317,-0.22671
11,0.202,-1.98023,-0.26057
11,0.222,-1.91161,-0.29309
11,0.242,-1.8375,-0.32301
11,0.262,-1.7582,-0.3489
11,0.282,-1.67405,-0.36916
11,0.302,-1.58552,-0.38213
11,0.322,-1.49312,-0.38612
11,0.342,-1.39743,-0.3796
11,0.362,-1.29903,-0.36137
11,0.382,-1.19844,-0.33087
11,0.402,-1.09591,-0.28845
11,0.422,-0.99138,-0.23578
11,0.442,-0.88429,-0.176
11,0.462,-0.7737,-0.11356
11,0.482,-0.65847,-0.05355
11,0.502,-0.53768,-0.00061
11,0.522,-0.41099,0.04198
11,0.542,-0.27884,0.07287
11,0.562,-0.14236,0.09255
11,0.582,-0.00324,0.10302
11,0.602,0.13652,0.10716
11,0.622,0.27492,0.10808
11,0.642,0.41009,0.10861
11,0.662,0.54048,0.1109
11,0.682,0.6649,0.11628
11,0.702,0.78249,0.12534
11,0.722,0.8927,0.1381
11,0.742,0.99516,0.15429
11,0.762,1.08965,0.17352
11,0.782,1.17603,0.19545
11,0.802,1.25421,0.21982
11,0.822,1.32414,0.24651
11,0.842,1.38577,0.27551
11,0.862,1.4391,0.30691
11,0.882,1.48412,0.3408
11,0.902,1.52086,0.37732
11,0.922,1.54937,0.41655
11,0.942,1.56972,0.45854
11,0.962,1.58198,0.50323
11,0.982,1.58628,0.55048
12,0.002,-1.5655,2.80694
12,0.022,-1.55781,2.80119
12,0.042,-1.53861,2.7868
12,0.062,-1.50838,2.76386
12,0.082,-1.46775,2.73221
12,0.102,-1.41747,2.69146
12,0.122,-1.35844,2.64102
12,0.142,-1.29167,2.5801
12,0.162,-1.21827,2.50779
12,0.182,-1.13934,2.42312
12,0.202,-1.05591,2.32519
12,0.222,-0.96881,2.21314
12,0.242,-0.87866,2.08627
12,0.262,-0.78574,1.94396
12,0.282,-0.69006,1.78559
12,0.302,-0.59136,1.61052
12,0.322,-0.48916,1.41801
12,0.342,-0.38293,1.20746
12,0.362,-0.27234,0.97902
12,0.382,-0.15794,0.73553
12,0.402,-0.04266,0.48656
12,0.422,0.06683,0.25254
12,0.442,0.16217,0.05834
12,0.462,0.23921,-0.08392
12,0.482,0.29904,-0.17819
12,0.502,0.34467,-0.23416
12,0.522,0.37883,-0.26091
12,0.542,0.40363,-0.26561
12,0.562,0.42069,-0.25387
12,0.582,0.43132,-0.23025
12,0.602,0.43665,-0.19857
12,0.622,0.43761,-0.16203
12,0.642,0.43505,-0.12333
12,0.662,0.42962,-0.08463
12,0.682,0.42185,-0.04756
12,0.702,0.41213,-0.0133
12,0.722,0.40072,0.0174
12,0.742,0.3878,0.04412
12,0.762,0.37347,0.06669
12,0.782,0.35781,0.08508
12,0.802,0.34086,0.09942
12,0.822,0.32266,0.10988
12,0.842,0.30327,0.1167
12,0.862,0.28272,0.12014
12,0.882,0.26108,0.1205
12,0.902,0.23841,0.11808
12,0.922,0.21478,0.11321
12,0.942,0.19028,0.10621
12,0.962,0.165,0.09742
12,0.982,0.13903,0.08716
13,0.002,2.29203,2.23258
13,0.022,2.28797,2.2418
13,0.042,2.27779,2.26442
13,0.062,2.26159,2.29928
13,0.082,2.23938,2.34524
13,0.102,2.21108,2.40107
13,0.122,2.17645,2.46555
13,0.142,2.13506,2.5374
13,0.162,2.0863,2.61531
13,0.182,2.02938,2.69793
13,0.202,1.96336,2.78395
13,0.222,1.88731,2.87221
13,0.242,1.80051,2.96192
13,0.262,1.70268,3.0529
13,0.282,1.59422,3.14588
13,0.302,1.47634,3.24258
13,0.322,1.35102,3.34567
13,0.342,1.22087,3.45846
13,0.362,1.0887,3.58439
13,0.382,0.95698,3.72637
13,0.402,0.82732,3.88637
13,0.422,0.70024,4.06538
13,0.442,0.57521,4.26383
13,0.462,0.45101,4.48214
13,0.482,0.32599,4.72116
13,0.502,0.19835,4.98227
13,0.522,0.0665,5.26664
13,0.542,-0.0698,5.57214
13,0.562,-0.20639,5.88437
13,0.582,-0.33117,6.16672
13,0.602,-0.43151,6.38176
13,0.622,-0.50581,6.52536
13,0.642,-0.55901,6.61303
13,0.662,-0.59587,6.65994
13,0.682,-0.6197,6.67685
13,0.702,-0.63277,6.67134
13,0.722,-0.63678,6.64904
13,0.742,-0.63311,6.61445
13,0.762,-0.62295,6.57139
13,0.782,-0.60744,6.52323
13,0.802,-0.58756,6.47293
13,0.822,-0.56422,6.423
13,0.842,-0.53816,6.37546
13,0.862,-0.50997,6.33182
13,0.882,-0.4801,6.2931
13,0.902,-0.44889,6.2599
13,0.922,-0.41656,6.2325
13,0.942,-0.38332,6.21093
13,0.962,-0.34929,6.19505
13,0.982,-0.3146,6.18458
14,0.002,2.07955,-0.87367
14,0.022,2.07429,-0.87217
14,0.042,2.06105,-0.8686
14,0.062,2.03989,-0.86288
14,0.082,2.01076,-0.85457
14,0.102,1.97349,-0.8429
14,0.122,1.92789,-0.82682
14,0.142,1.87372,-0.8051
14,0.162,1.81074,-0.77636
14,0.182,1.73873,-0.73913
14,0.202,1.65752,-0.69204
14,0.222,1.56707,-0.63393
14,0.242,1.46748,-0.56415
14,0.262,1.35916,-0.48299
14,0.282,1.24292,-0.39214
14,0.302,1.12015,-0.29527
14,0.322,0.99283,-0.19802
14,0.342,0.8633,-0.10724
14,0.362,0.73388,-0.0295
14,0.382,0.6064,0.03047
14,0.402,0.48209,0.0703
14,0.422,0.36163,0.0899
14,0.442,0.24524,0.09096
14,0.462,0.13279,0.07656
14,0.482,0.02385,0.05071
14,0.502,-0.08213,0.01778
14,0.522,-0.18569,-0.01811
14,0.542,-0.28714,-0.05359
14,0.562,-0.38647,-0.08643
14,0.582,-0.48335,-0.11555
14,0.602,-0.57716,-0.1408
14,0.622,-0.66715,-0.16274
14,0.642,-0.75252,-0.18226
14,0.662,-0.83249,-0.20038
14,0.682,-0.9064,-0.21807
14,0.702,-0.97368,-0.23617
14,0.722,-1.03391,-0.25532
14,0.742,-1.08677,-0.27599
14,0.762,-1.13207,-0.29847
14,0.782,-1.16966,-0.3229
14,0.802,-1.19951,-0.34931
14,0.822,-1.22161,-0.37761
14,0.842,-1.23602,-0.40759
14,0.862,-1.24284,-0.43895
14,0.882,-1.24219,-0.47127
14,0.902,-1.23426,-0.50401
14,0.922,-1.21924,-0.53652
14,0.942,-1.19738,-0.568
14,0.962,-1.16899,-0.59753
14,0.982,-1.13439,-0.62406
15,0.002,1.21093,1.98439
15,0.022,1.2038,1.98774
15,0.042,1.18586,1.99565
15,0.062,1.15735,2.007
15,0.082,1.11848,2.02038
15,0.102,1.0695,2.03405
15,0.122,1.01075,2.04605
15,0.142,0.9427,2.05417
15,0.162,0.86607,2.05606
15,0.182,0.78189,2.04926
15,0.202,0.69158,2.03126
15,0.222,0.59705,1.99961
15,0.242,0.50072,1.95199
15,0.262,0.40543,1.88629
15,0.282,0.31432,1.80066
15,0.302,0.23061,1.6935
15,0.322,0.15737,1.56339
15,0.342,0.09722,1.40898
15,0.362,0.05221,1.22892
15,0.382,0.02356,1.0221
15,0.402,0.01125,0.78875
15,0.422,0.01279,0.53406
15,0.442,0.02075,0.2754
15,0.462,0.02269,0.04379
15,0.482,0.00879,-0.13633
15,0.502,-0.02225,-0.26276
15,0.522,-0.06698,-0.34502
15,0.542,-0.12132,-0.39344
15,0.562,-0.18178,-0.41647
15,0.582,-0.24551,-0.42088
15,0.602,-0.31012,-0.41223
15,0.622,-0.37365,-0.39524
15,0.642,-0.43447,-0.37388
15,0.662,-0.49128,-0.35135
15,0.682,-0.54306,-0.33006
15,0.702,-0.58911,-0.31167
15,0.722,-0.62898,-0.29713
15,0.742,-0.66243,-0.28677
15,0.762,-0.6894,-0.28049
15,0.782,-0.70997,-0.27788
15,0.802,-0.72427,-0.27833
15,0.822,-0.73252,-0.28113
15,0.842,-0.73495,-0.2855
15,0.862,-0.73184,-0.29069
15,0.882,-0.72347,-0.29595
15,0.902,-0.71014,-0.30057
15,0.922,-0.69216,-0.30387
15,0.942,-0.66985,-0.30524
15,0.962,-0.64354,-0.30412
15,0.982,-0.61356,-0.30005
